Retailer,Retailer ID,Date,Region,State,Beverage Brand,Price per Unit,Units Sold,Revenue,Expenses,Profit ,Profit Margin,
FizzySip,1128299,20/11/2022,West,California,Dasani Water,$0.70 ,"7,750","$5,425 ",$977 ,"$4,449 ",0.82,
FizzySip,1128299,19/12/2022,West,California,Coca-Cola,$0.55 ,"9,750","$5,363 ",$429 ,"$4,934 ",0.92,
FizzySip,1128299,19/12/2022,West,California,Diet Coke,$0.60 ,"9,750","$5,850 ","$1,229 ","$4,622 ",0.79,
FizzySip,1128299,19/12/2022,West,California,Sprite,$0.55 ,"7,750","$4,263 ","$1,449 ","$2,813 ",0.66,
FizzySip,1128299,19/12/2022,West,California,Fanta,$0.55 ,"7,750","$4,263 ",$512 ,"$3,751 ",0.88,
FizzySip,1128299,19/12/2022,West,California,Powerade,$0.65 ,"7,000","$4,550 ",$592 ,"$3,959 ",0.87,
FizzySip,1128299,19/12/2022,West,California,Dasani Water,$0.70 ,"8,000","$5,600 ",$952 ,"$4,648 ",0.83,
DreamCo,1189833,15/1/2022,West,California,Coca-Cola,$0.35 ,"7,000","$2,450 ",$515 ,"$1,936 ",0.79,
DreamCo,1189833,15/1/2022,West,California,Diet Coke,$0.45 ,"7,000","$3,150 ",$441 ,"$2,709 ",0.86,
DreamCo,1189833,15/1/2022,West,California,Sprite,$0.45 ,"7,000","$3,150 ",$158 ,"$2,993 ",0.95,
DreamCo,1189833,15/1/2022,West,California,Fanta,$0.45 ,"5,500","$2,475 ",$198 ,"$2,277 ",0.92,
DreamCo,1189833,15/1/2022,West,California,Powerade,$0.50 ,"5,000","$2,500 ",$275 ,"$2,225 ",0.89,
DreamCo,1189833,15/1/2022,West,California,Dasani Water,$0.45 ,"7,000","$3,150 ",$473 ,"$2,678 ",0.85,
DreamCo,1189833,15/2/2022,West,California,Coca-Cola,$0.35 ,"7,500","$2,625 ",$893 ,"$1,733 ",0.66,
DreamCo,1189833,15/2/2022,West,California,Diet Coke,$0.45 ,"6,500","$2,925 ",$995 ,"$1,931 ",0.66,
DreamCo,1189833,15/2/2022,West,California,Sprite,$0.45 ,"6,750","$3,038 ","$1,033 ","$2,005 ",0.66,
DreamCo,1189833,15/2/2022,West,California,Fanta,$0.45 ,"5,250","$2,363 ","$1,158 ","$1,205 ",0.51,
DreamCo,1189833,15/2/2022,West,California,Powerade,$0.50 ,"4,500","$2,250 ",$315 ,"$1,935 ",0.86,
DreamCo,1189833,15/2/2022,West,California,Dasani Water,$0.45 ,"6,500","$2,925 ",$410 ,"$2,516 ",0.86,
DreamCo,1189833,14/3/2022,West,California,Coca-Cola,$0.35 ,"8,000","$2,800 ",$420 ,"$2,380 ",0.85,
DreamCo,1189833,14/3/2022,West,California,Diet Coke,$0.45 ,"6,500","$2,925 ",$702 ,"$2,223 ",0.76,
DreamCo,1189833,14/3/2022,West,California,Sprite,$0.45 ,"6,500","$2,925 ",$556 ,"$2,369 ",0.81,
DreamCo,1189833,14/3/2022,West,California,Fanta,$0.45 ,"5,500","$2,475 ","$1,139 ","$1,337 ",0.54,
DreamCo,1189833,14/3/2022,West,California,Powerade,$0.50 ,"4,250","$2,125 ",$276 ,"$1,849 ",0.87,
DreamCo,1189833,14/3/2022,West,California,Dasani Water,$0.45 ,"6,250","$2,813 ",$591 ,"$2,222 ",0.79,
DreamCo,1189833,15/4/2022,West,California,Coca-Cola,$0.45 ,"8,000","$3,600 ","$1,476 ","$2,124 ",0.59,
DreamCo,1189833,15/4/2022,West,California,Diet Coke,$0.50 ,"6,000","$3,000 ",$540 ,"$2,460 ",0.82,
DreamCo,1189833,15/4/2022,West,California,Sprite,$0.50 ,"6,250","$3,125 ",$250 ,"$2,875 ",0.92,
DreamCo,1189833,15/4/2022,West,California,Fanta,$0.45 ,"5,250","$2,363 ",$496 ,"$1,866 ",0.79,
DreamCo,1189833,15/4/2022,West,California,Powerade,$0.50 ,"4,250","$2,125 ",$723 ,"$1,403 ",0.66,
DreamCo,1189833,15/4/2022,West,California,Dasani Water,$0.65 ,"6,000","$3,900 ",$468 ,"$3,432 ",0.88,
DreamCo,1189833,16/5/2022,West,California,Coca-Cola,$0.45 ,"8,000","$3,600 ",$468 ,"$3,132 ",0.87,
DreamCo,1189833,16/5/2022,West,California,Diet Coke,$0.50 ,"6,500","$3,250 ",$553 ,"$2,698 ",0.83,
DreamCo,1189833,16/5/2022,West,California,Sprite,$0.50 ,"6,500","$3,250 ",$683 ,"$2,568 ",0.79,
DreamCo,1189833,16/5/2022,West,California,Fanta,$0.45 ,"5,500","$2,475 ",$347 ,"$2,129 ",0.86,
DreamCo,1189833,16/5/2022,West,California,Powerade,$0.50 ,"4,500","$2,250 ",$113 ,"$2,138 ",0.95,
DreamCo,1189833,16/5/2022,West,California,Dasani Water,$0.65 ,"6,250","$4,063 ",$325 ,"$3,738 ",0.92,
DreamCo,1189833,15/6/2022,West,California,Coca-Cola,$0.45 ,"9,000","$4,050 ",$446 ,"$3,605 ",0.89,
DreamCo,1189833,15/6/2022,West,California,Diet Coke,$0.50 ,"7,500","$3,750 ",$563 ,"$3,188 ",0.85,
DreamCo,1189833,15/6/2022,West,California,Sprite,$0.50 ,"7,500","$3,750 ","$1,275 ","$2,475 ",0.66,
DreamCo,1189833,15/6/2022,West,California,Fanta,$0.45 ,"6,250","$2,813 ",$956 ,"$1,856 ",0.66,
DreamCo,1189833,15/6/2022,West,California,Powerade,$0.50 ,"5,000","$2,500 ",$850 ,"$1,650 ",0.66,
DreamCo,1189833,15/6/2022,West,California,Dasani Water,$0.65 ,"8,000","$5,200 ","$2,548 ","$2,652 ",0.51,
DreamCo,1189833,14/7/2022,West,California,Coca-Cola,$0.45 ,"9,500","$4,275 ",$599 ,"$3,677 ",0.86,
DreamCo,1189833,14/7/2022,West,California,Diet Coke,$0.50 ,"8,000","$4,000 ",$560 ,"$3,440 ",0.86,
DreamCo,1189833,14/7/2022,West,California,Sprite,$0.50 ,"7,500","$3,750 ",$563 ,"$3,188 ",0.85,
DreamCo,1189833,14/7/2022,West,California,Fanta,$0.45 ,"6,500","$2,925 ",$702 ,"$2,223 ",0.76,
DreamCo,1189833,14/7/2022,West,California,Powerade,$0.50 ,"7,000","$3,500 ",$665 ,"$2,835 ",0.81,
DreamCo,1189833,14/7/2022,West,California,Dasani Water,$0.65 ,"7,000","$4,550 ","$2,093 ","$2,457 ",0.54,
DreamCo,1189833,15/8/2022,West,California,Coca-Cola,$0.50 ,"9,000","$4,500 ",$585 ,"$3,915 ",0.87,
DreamCo,1189833,15/8/2022,West,California,Diet Coke,$0.55 ,"8,500","$4,675 ",$982 ,"$3,693 ",0.79,
DreamCo,1189833,15/8/2022,West,California,Sprite,$0.50 ,"7,250","$3,625 ","$1,486 ","$2,139 ",0.59,
DreamCo,1189833,15/8/2022,West,California,Fanta,$0.50 ,"6,750","$3,375 ",$608 ,"$2,768 ",0.82,
DreamCo,1189833,15/8/2022,West,California,Powerade,$0.60 ,"6,750","$4,050 ",$324 ,"$3,726 ",0.92,
DreamCo,1189833,15/8/2022,West,California,Dasani Water,$0.65 ,"6,500","$4,225 ",$887 ,"$3,338 ",0.79,
DreamCo,1189833,16/9/2022,West,California,Coca-Cola,$0.50 ,"8,500","$4,250 ","$1,445 ","$2,805 ",0.66,
DreamCo,1189833,16/9/2022,West,California,Diet Coke,$0.55 ,"8,500","$4,675 ",$561 ,"$4,114 ",0.88,
DreamCo,1189833,16/9/2022,West,California,Sprite,$0.50 ,"7,000","$3,500 ",$455 ,"$3,045 ",0.87,
DreamCo,1189833,16/9/2022,West,California,Fanta,$0.50 ,"6,500","$3,250 ",$553 ,"$2,698 ",0.83,
DreamCo,1189833,16/9/2022,West,California,Powerade,$0.60 ,"6,500","$3,900 ",$819 ,"$3,081 ",0.79,
DreamCo,1189833,16/9/2022,West,California,Dasani Water,$0.65 ,"7,000","$4,550 ",$637 ,"$3,913 ",0.86,
DreamCo,1189833,15/10/2022,West,California,Coca-Cola,$0.50 ,"8,000","$4,000 ",$200 ,"$3,800 ",0.95,
DreamCo,1189833,15/10/2022,West,California,Diet Coke,$0.55 ,"8,000","$4,400 ",$352 ,"$4,048 ",0.92,
DreamCo,1189833,15/10/2022,West,California,Sprite,$0.50 ,"6,500","$3,250 ",$358 ,"$2,893 ",0.89,
DreamCo,1189833,15/10/2022,West,California,Fanta,$0.50 ,"6,250","$3,125 ",$469 ,"$2,656 ",0.85,
DreamCo,1189833,15/10/2022,West,California,Powerade,$0.60 ,"6,000","$3,600 ","$1,224 ","$2,376 ",0.66,
DreamCo,1189833,15/10/2022,West,California,Dasani Water,$0.65 ,"6,500","$4,225 ","$1,437 ","$2,789 ",0.66,
DreamCo,1189833,15/11/2022,West,California,Coca-Cola,$0.50 ,"8,250","$4,125 ","$1,403 ","$2,723 ",0.66,
DreamCo,1189833,15/11/2022,West,California,Diet Coke,$0.55 ,"8,250","$4,538 ","$2,223 ","$2,314 ",0.51,
DreamCo,1189833,15/11/2022,West,California,Sprite,$0.50 ,"6,750","$3,375 ",$473 ,"$2,903 ",0.86,
DreamCo,1189833,15/11/2022,West,California,Fanta,$0.50 ,"6,500","$3,250 ",$455 ,"$2,795 ",0.86,
DreamCo,1189833,15/11/2022,West,California,Powerade,$0.60 ,"6,000","$3,600 ",$540 ,"$3,060 ",0.85,
DreamCo,1189833,15/11/2022,West,California,Dasani Water,$0.65 ,"7,000","$4,550 ","$1,092 ","$3,458 ",0.76,
DreamCo,1189833,14/12/2022,West,California,Coca-Cola,$0.50 ,"9,000","$4,500 ",$855 ,"$3,645 ",0.81,
DreamCo,1189833,14/12/2022,West,California,Diet Coke,$0.55 ,"9,000","$4,950 ","$2,277 ","$2,673 ",0.54,
DreamCo,1189833,14/12/2022,West,California,Sprite,$0.50 ,"7,000","$3,500 ",$455 ,"$3,045 ",0.87,
DreamCo,1189833,14/12/2022,West,California,Fanta,$0.50 ,"7,000","$3,500 ",$735 ,"$2,765 ",0.79,
DreamCo,1189833,14/12/2022,West,California,Powerade,$0.60 ,"6,250","$3,750 ","$1,538 ","$2,213 ",0.59,
DreamCo,1189833,14/12/2022,West,California,Dasani Water,$0.65 ,"7,250","$4,713 ",$848 ,"$3,864 ",0.82,
Sodapop,1185732,15/1/2022,Midwest,Illinois,Coca-Cola,$0.45 ,"4,750","$2,138 ",$171 ,"$1,967 ",0.92,
Sodapop,1185732,15/1/2022,Midwest,Illinois,Diet Coke,$0.45 ,"2,750","$1,238 ",$260 ,$978 ,0.79,
Sodapop,1185732,15/1/2022,Midwest,Illinois,Sprite,$0.35 ,"2,750",$963 ,$327 ,$635 ,0.66,
Sodapop,1185732,15/1/2022,Midwest,Illinois,Fanta,$0.40 ,"1,250",$500 ,$60 ,$440 ,0.88,
Sodapop,1185732,15/1/2022,Midwest,Illinois,Powerade,$0.55 ,"1,750",$963 ,$125 ,$837 ,0.87,
Sodapop,1185732,15/1/2022,Midwest,Illinois,Dasani Water,$0.45 ,"2,750","$1,238 ",$210 ,"$1,027 ",0.83,
Sodapop,1185732,15/2/2022,Midwest,Illinois,Coca-Cola,$0.45 ,"5,250","$2,363 ",$496 ,"$1,866 ",0.79,
Sodapop,1185732,15/2/2022,Midwest,Illinois,Diet Coke,$0.45 ,"1,750",$788 ,$110 ,$677 ,0.86,
Sodapop,1185732,15/2/2022,Midwest,Illinois,Sprite,$0.35 ,"2,250",$788 ,$39 ,$748 ,0.95,
Sodapop,1185732,15/2/2022,Midwest,Illinois,Fanta,$0.40 ,"1,000",$400 ,$32 ,$368 ,0.92,
Sodapop,1185732,15/2/2022,Midwest,Illinois,Powerade,$0.55 ,"1,750",$963 ,$106 ,$857 ,0.89,
Sodapop,1185732,15/2/2022,Midwest,Illinois,Dasani Water,$0.45 ,"2,750","$1,238 ",$186 ,"$1,052 ",0.85,
Sodapop,1185732,14/3/2022,Midwest,Illinois,Coca-Cola,$0.50 ,"4,950","$2,475 ",$842 ,"$1,634 ",0.66,
Sodapop,1185732,14/3/2022,Midwest,Illinois,Diet Coke,$0.50 ,"2,000","$1,000 ",$340 ,$660 ,0.66,
Sodapop,1185732,14/3/2022,Midwest,Illinois,Sprite,$0.40 ,"2,250",$900 ,$306 ,$594 ,0.66,
Sodapop,1185732,14/3/2022,Midwest,Illinois,Fanta,$0.45 ,750,$338 ,$165 ,$172 ,0.51,
Sodapop,1185732,14/3/2022,Midwest,Illinois,Powerade,$0.60 ,"1,250",$750 ,$105 ,$645 ,0.86,
Sodapop,1185732,14/3/2022,Midwest,Illinois,Dasani Water,$0.50 ,"2,250","$1,125 ",$158 ,$968 ,0.86,
Sodapop,1185732,15/4/2022,Midwest,Illinois,Coca-Cola,$0.50 ,"4,500","$2,250 ",$338 ,"$1,913 ",0.85,
Sodapop,1185732,15/4/2022,Midwest,Illinois,Diet Coke,$0.50 ,"1,500",$750 ,$180 ,$570 ,0.76,
Sodapop,1185732,15/4/2022,Midwest,Illinois,Sprite,$0.40 ,"1,500",$600 ,$114 ,$486 ,0.81,
Sodapop,1185732,15/4/2022,Midwest,Illinois,Fanta,$0.45 ,750,$338 ,$155 ,$182 ,0.54,
Sodapop,1185732,15/4/2022,Midwest,Illinois,Powerade,$0.60 ,"1,000",$600 ,$78 ,$522 ,0.87,
Sodapop,1185732,15/4/2022,Midwest,Illinois,Dasani Water,$0.50 ,"2,250","$1,125 ",$236 ,$889 ,0.79,
Sodapop,1185732,16/5/2022,Midwest,Illinois,Coca-Cola,$0.60 ,"4,950","$2,970 ","$1,010 ","$1,960 ",0.66,
Sodapop,1185732,16/5/2022,Midwest,Illinois,Diet Coke,$0.55 ,"2,000","$1,100 ",$132 ,$968 ,0.88,
Sodapop,1185732,16/5/2022,Midwest,Illinois,Sprite,$0.50 ,"1,750",$875 ,$114 ,$761 ,0.87,
Sodapop,1185732,16/5/2022,Midwest,Illinois,Fanta,$0.50 ,"1,000",$500 ,$85 ,$415 ,0.83,
Sodapop,1185732,16/5/2022,Midwest,Illinois,Powerade,$0.60 ,"1,250",$750 ,$158 ,$593 ,0.79,
Sodapop,1185732,16/5/2022,Midwest,Illinois,Dasani Water,$0.65 ,"2,500","$1,625 ",$228 ,"$1,398 ",0.86,
Sodapop,1185732,15/6/2022,Midwest,Illinois,Coca-Cola,$0.50 ,"5,000","$2,500 ",$125 ,"$2,375 ",0.95,
Sodapop,1185732,15/6/2022,Midwest,Illinois,Diet Coke,$0.45 ,"2,500","$1,125 ",$90 ,"$1,035 ",0.92,
Sodapop,1185732,15/6/2022,Midwest,Illinois,Sprite,$0.40 ,"2,000",$800 ,$88 ,$712 ,0.89,
Sodapop,1185732,15/6/2022,Midwest,Illinois,Fanta,$0.40 ,"1,750",$700 ,$105 ,$595 ,0.85,
Sodapop,1185732,15/6/2022,Midwest,Illinois,Powerade,$0.50 ,"1,750",$875 ,$298 ,$578 ,0.66,
Sodapop,1185732,15/6/2022,Midwest,Illinois,Dasani Water,$0.55 ,"3,500","$1,925 ",$655 ,"$1,271 ",0.66,
Sodapop,1185732,14/7/2022,Midwest,Illinois,Coca-Cola,$0.50 ,"5,750","$2,875 ",$978 ,"$1,898 ",0.66,
Sodapop,1185732,14/7/2022,Midwest,Illinois,Diet Coke,$0.45 ,"3,250","$1,463 ",$717 ,$746 ,0.51,
Sodapop,1185732,14/7/2022,Midwest,Illinois,Sprite,$0.40 ,"2,500","$1,000 ",$140 ,$860 ,0.86,
Sodapop,1185732,14/7/2022,Midwest,Illinois,Fanta,$0.40 ,"2,000",$800 ,$112 ,$688 ,0.86,
Sodapop,1185732,14/7/2022,Midwest,Illinois,Powerade,$0.50 ,"2,250","$1,125 ",$169 ,$956 ,0.85,
Sodapop,1185732,14/7/2022,Midwest,Illinois,Dasani Water,$0.55 ,"4,000","$2,200 ",$528 ,"$1,672 ",0.76,
Sodapop,1185732,15/8/2022,Midwest,Illinois,Coca-Cola,$0.50 ,"5,500","$2,750 ",$523 ,"$2,228 ",0.81,
Sodapop,1185732,15/8/2022,Midwest,Illinois,Diet Coke,$0.45 ,"3,250","$1,463 ",$673 ,$790 ,0.54,
Sodapop,1185732,15/8/2022,Midwest,Illinois,Sprite,$0.40 ,"2,500","$1,000 ",$130 ,$870 ,0.87,
Sodapop,1185732,15/8/2022,Midwest,Illinois,Fanta,$0.40 ,"2,250",$900 ,$189 ,$711 ,0.79,
Sodapop,1185732,15/8/2022,Midwest,Illinois,Powerade,$0.50 ,"2,000","$1,000 ",$410 ,$590 ,0.59,
Sodapop,1185732,15/8/2022,Midwest,Illinois,Dasani Water,$0.55 ,"3,750","$2,063 ",$371 ,"$1,691 ",0.82,
Sodapop,1185732,16/9/2022,Midwest,Illinois,Coca-Cola,$0.50 ,"5,000","$2,500 ",$200 ,"$2,300 ",0.92,
Sodapop,1185732,16/9/2022,Midwest,Illinois,Diet Coke,$0.45 ,"3,000","$1,350 ",$513 ,$837 ,0.62,
Sodapop,1185732,16/9/2022,Midwest,Illinois,Sprite,$0.40 ,"2,000",$800 ,$168 ,$632 ,0.79,
Sodapop,1185732,16/9/2022,Midwest,Illinois,Fanta,$0.40 ,"1,750",$700 ,$238 ,$462 ,0.66,
Sodapop,1185732,16/9/2022,Midwest,Illinois,Powerade,$0.50 ,"1,750",$875 ,$105 ,$770 ,0.88,
Sodapop,1185732,16/9/2022,Midwest,Illinois,Dasani Water,$0.55 ,"2,500","$1,375 ",$179 ,"$1,196 ",0.87,
Sodapop,1185732,15/10/2022,Midwest,Illinois,Coca-Cola,$0.60 ,"4,250","$2,550 ",$434 ,"$2,117 ",0.83,
Sodapop,1185732,15/10/2022,Midwest,Illinois,Diet Coke,$0.50 ,"2,500","$1,250 ",$263 ,$988 ,0.79,
Sodapop,1185732,15/10/2022,Midwest,Illinois,Sprite,$0.50 ,"1,500",$750 ,$105 ,$645 ,0.86,
Sodapop,1185732,15/10/2022,Midwest,Illinois,Fanta,$0.50 ,"1,250",$625 ,$31 ,$594 ,0.95,
Sodapop,1185732,15/10/2022,Midwest,Illinois,Powerade,$0.60 ,"1,250",$750 ,$60 ,$690 ,0.92,
Sodapop,1185732,15/10/2022,Midwest,Illinois,Dasani Water,$0.65 ,"2,500","$1,625 ",$179 ,"$1,446 ",0.89,
Sodapop,1185732,15/11/2022,Midwest,Illinois,Coca-Cola,$0.60 ,"4,000","$2,400 ",$360 ,"$2,040 ",0.85,
Sodapop,1185732,15/11/2022,Midwest,Illinois,Diet Coke,$0.50 ,"2,500","$1,250 ",$425 ,$825 ,0.66,
Sodapop,1185732,15/11/2022,Midwest,Illinois,Sprite,$0.50 ,"1,950",$975 ,$332 ,$644 ,0.66,
Sodapop,1185732,15/11/2022,Midwest,Illinois,Fanta,$0.50 ,"1,750",$875 ,$298 ,$578 ,0.66,
Sodapop,1185732,15/11/2022,Midwest,Illinois,Powerade,$0.60 ,"1,500",$900 ,$441 ,$459 ,0.51,
Sodapop,1185732,15/11/2022,Midwest,Illinois,Dasani Water,$0.65 ,"2,500","$1,625 ",$228 ,"$1,398 ",0.86,
Sodapop,1185732,14/12/2022,Midwest,Illinois,Coca-Cola,$0.60 ,"5,000","$3,000 ",$420 ,"$2,580 ",0.86,
Sodapop,1185732,14/12/2022,Midwest,Illinois,Diet Coke,$0.50 ,"3,000","$1,500 ",$225 ,"$1,275 ",0.85,
Sodapop,1185732,14/12/2022,Midwest,Illinois,Sprite,$0.50 ,"2,500","$1,250 ",$300 ,$950 ,0.76,
Sodapop,1185732,14/12/2022,Midwest,Illinois,Fanta,$0.50 ,"2,000","$1,000 ",$190 ,$810 ,0.81,
Sodapop,1185732,14/12/2022,Midwest,Illinois,Powerade,$0.60 ,"2,000","$1,200 ",$552 ,$648 ,0.54,
Sodapop,1185732,14/12/2022,Midwest,Illinois,Dasani Water,$0.65 ,"3,000","$1,950 ",$254 ,"$1,697 ",0.87,
BevCo,1197831,2/1/2022,South,Texas,Coca-Cola,$0.20 ,"7,250","$1,450 ",$305 ,"$1,146 ",0.79,
BevCo,1197831,2/1/2022,South,Texas,Diet Coke,$0.30 ,"7,250","$2,175 ",$892 ,"$1,283 ",0.59,
BevCo,1197831,2/1/2022,South,Texas,Sprite,$0.30 ,"5,250","$1,575 ",$284 ,"$1,292 ",0.82,
BevCo,1197831,2/1/2022,South,Texas,Fanta,$0.35 ,"5,250","$1,838 ",$147 ,"$1,691 ",0.92,
BevCo,1197831,2/1/2022,South,Texas,Powerade,$0.40 ,"3,750","$1,500 ",$315 ,"$1,185 ",0.79,
BevCo,1197831,2/1/2022,South,Texas,Dasani Water,$0.35 ,"5,250","$1,838 ",$625 ,"$1,213 ",0.66,
BevCo,1197831,1/2/2022,South,Texas,Coca-Cola,$0.25 ,"6,750","$1,688 ",$203 ,"$1,485 ",0.88,
BevCo,1197831,1/2/2022,South,Texas,Diet Coke,$0.35 ,"6,500","$2,275 ",$296 ,"$1,979 ",0.87,
BevCo,1197831,1/2/2022,South,Texas,Sprite,$0.35 ,"4,750","$1,663 ",$283 ,"$1,380 ",0.83,
BevCo,1197831,1/2/2022,South,Texas,Fanta,$0.35 ,"4,250","$1,488 ",$312 ,"$1,175 ",0.79,
BevCo,1197831,1/2/2022,South,Texas,Powerade,$0.40 ,"3,000","$1,200 ",$168 ,"$1,032 ",0.86,
BevCo,1197831,1/2/2022,South,Texas,Dasani Water,$0.35 ,"5,000","$1,750 ",$88 ,"$1,663 ",0.95,
BevCo,1197831,3/3/2022,South,Texas,Coca-Cola,$0.30 ,"6,750","$2,025 ",$162 ,"$1,863 ",0.92,
BevCo,1197831,3/3/2022,South,Texas,Diet Coke,$0.40 ,"6,750","$2,700 ",$297 ,"$2,403 ",0.89,
BevCo,1197831,3/3/2022,South,Texas,Sprite,$0.30 ,"5,000","$1,500 ",$225 ,"$1,275 ",0.85,
BevCo,1197831,3/3/2022,South,Texas,Fanta,$0.35 ,"4,000","$1,400 ",$476 ,$924 ,0.66,
BevCo,1197831,3/3/2022,South,Texas,Powerade,$0.40 ,"3,000","$1,200 ",$408 ,$792 ,0.66,
BevCo,1197831,3/3/2022,South,Texas,Dasani Water,$0.35 ,"4,500","$1,575 ",$536 ,"$1,040 ",0.66,
BevCo,1197831,2/4/2022,South,Texas,Coca-Cola,$0.20 ,"7,000","$1,400 ",$686 ,$714 ,0.51,
BevCo,1197831,2/4/2022,South,Texas,Diet Coke,$0.30 ,"7,000","$2,100 ",$294 ,"$1,806 ",0.86,
BevCo,1197831,2/4/2022,South,Texas,Sprite,$0.25 ,"5,250","$1,313 ",$184 ,"$1,129 ",0.86,
BevCo,1197831,2/4/2022,South,Texas,Fanta,$0.30 ,"4,250","$1,275 ",$191 ,"$1,084 ",0.85,
BevCo,1197831,2/4/2022,South,Texas,Powerade,$0.35 ,"3,250","$1,138 ",$273 ,$865 ,0.76,
BevCo,1197831,2/4/2022,South,Texas,Dasani Water,$0.30 ,"6,000","$1,800 ",$342 ,"$1,458 ",0.81,
BevCo,1197831,2/5/2022,South,Texas,Coca-Cola,$0.20 ,"7,500","$1,500 ",$690 ,$810 ,0.54,
BevCo,1197831,2/5/2022,South,Texas,Diet Coke,$0.30 ,"7,750","$2,325 ",$302 ,"$2,023 ",0.87,
BevCo,1197831,2/5/2022,South,Texas,Sprite,$0.25 ,"6,250","$1,563 ",$328 ,"$1,234 ",0.79,
BevCo,1197831,2/5/2022,South,Texas,Fanta,$0.35 ,"5,500","$1,925 ",$789 ,"$1,136 ",0.59,
BevCo,1197831,2/5/2022,South,Texas,Powerade,$0.50 ,"4,500","$2,250 ",$405 ,"$1,845 ",0.82,
BevCo,1197831,2/5/2022,South,Texas,Dasani Water,$0.45 ,"8,000","$3,600 ",$288 ,"$3,312 ",0.92,
BevCo,1197831,1/6/2022,South,Texas,Coca-Cola,$0.45 ,"8,000","$3,600 ",$756 ,"$2,844 ",0.79,
BevCo,1197831,1/6/2022,South,Texas,Diet Coke,$0.50 ,"8,000","$4,000 ","$1,360 ","$2,640 ",0.66,
BevCo,1197831,1/6/2022,South,Texas,Sprite,$0.45 ,"6,500","$2,925 ",$351 ,"$2,574 ",0.88,
BevCo,1197831,1/6/2022,South,Texas,Fanta,$0.45 ,"6,000","$2,700 ",$351 ,"$2,349 ",0.87,
BevCo,1197831,1/6/2022,South,Texas,Powerade,$0.50 ,"5,000","$2,500 ",$425 ,"$2,075 ",0.83,
BevCo,1197831,1/6/2022,South,Texas,Dasani Water,$0.55 ,"8,750","$4,813 ","$1,011 ","$3,802 ",0.79,
BevCo,1197831,3/7/2022,South,Texas,Coca-Cola,$0.45 ,"8,250","$3,713 ",$520 ,"$3,193 ",0.86,
BevCo,1197831,3/7/2022,South,Texas,Diet Coke,$0.50 ,"8,250","$4,125 ",$206 ,"$3,919 ",0.95,
BevCo,1197831,3/7/2022,South,Texas,Sprite,$0.45 ,"9,750","$4,388 ",$351 ,"$4,037 ",0.92,
BevCo,1197831,3/7/2022,South,Texas,Fanta,$0.45 ,"5,750","$2,588 ",$285 ,"$2,303 ",0.89,
BevCo,1197831,3/7/2022,South,Texas,Powerade,$0.50 ,"5,750","$2,875 ",$431 ,"$2,444 ",0.85,
BevCo,1197831,3/7/2022,South,Texas,Dasani Water,$0.60 ,"8,500","$5,100 ","$1,734 ","$3,366 ",0.66,
BevCo,1197831,5/8/2022,South,Texas,Coca-Cola,$0.50 ,"8,000","$4,000 ","$1,360 ","$2,640 ",0.66,
BevCo,1197831,5/8/2022,South,Texas,Diet Coke,$0.55 ,"8,000","$4,400 ","$1,496 ","$2,904 ",0.66,
BevCo,1197831,5/8/2022,South,Texas,Sprite,$0.50 ,"9,750","$4,875 ","$2,389 ","$2,486 ",0.51,
BevCo,1197831,5/8/2022,South,Texas,Fanta,$0.50 ,"5,250","$2,625 ",$368 ,"$2,258 ",0.86,
BevCo,1197831,5/8/2022,South,Texas,Powerade,$0.55 ,"5,250","$2,888 ",$404 ,"$2,483 ",0.86,
BevCo,1197831,5/8/2022,South,Texas,Dasani Water,$0.60 ,"7,750","$4,650 ",$698 ,"$3,953 ",0.85,
BevCo,1197831,2/9/2022,South,Texas,Coca-Cola,$0.55 ,"7,250","$3,988 ",$957 ,"$3,031 ",0.76,
BevCo,1197831,2/9/2022,South,Texas,Diet Coke,$0.55 ,"6,750","$3,713 ",$705 ,"$3,007 ",0.81,
BevCo,1197831,2/9/2022,South,Texas,Sprite,$0.60 ,"7,250","$4,350 ","$2,001 ","$2,349 ",0.54,
BevCo,1197831,2/9/2022,South,Texas,Fanta,$0.60 ,"4,500","$2,700 ",$351 ,"$2,349 ",0.87,
BevCo,1197831,2/9/2022,South,Texas,Powerade,$0.55 ,"4,500","$2,475 ",$520 ,"$1,955 ",0.79,
BevCo,1197831,2/9/2022,South,Texas,Dasani Water,$0.50 ,"6,750","$3,375 ","$1,384 ","$1,991 ",0.59,
BevCo,1197831,1/10/2022,South,Texas,Coca-Cola,$0.40 ,"6,250","$2,500 ",$450 ,"$2,050 ",0.82,
BevCo,1197831,1/10/2022,South,Texas,Diet Coke,$0.40 ,"6,250","$2,500 ",$200 ,"$2,300 ",0.92,
BevCo,1197831,1/10/2022,South,Texas,Sprite,$0.45 ,"5,750","$2,588 ",$543 ,"$2,044 ",0.79,
BevCo,1197831,1/10/2022,South,Texas,Fanta,$0.45 ,"4,250","$1,913 ",$650 ,"$1,262 ",0.66,
BevCo,1197831,1/10/2022,South,Texas,Powerade,$0.40 ,"4,000","$1,600 ",$192 ,"$1,408 ",0.88,
BevCo,1197831,1/10/2022,South,Texas,Dasani Water,$0.50 ,"5,750","$2,875 ",$374 ,"$2,501 ",0.87,
BevCo,1197831,2/11/2022,South,Texas,Coca-Cola,$0.40 ,"7,250","$2,900 ",$493 ,"$2,407 ",0.83,
